Lieferant;Artikel-Nummer;Artikel;Menge;Einheit;matched_material;matched_category;similarity_score;matched_oeko_unit;calculated_co2e_a1_a3;calculated_co2e_a4;total_co2e;calculation_status
Rohrdorfer Transportbeton München GmbH & Co. KG;16342100;C30/37 XC4/XF1/XA1 F4 16 M Außenbauteile;33.0;m³;Sperrholzplatte (generisch);'Holz' / 'Holzwerkstoffe' / 'Sperrholz';0.0951;m3;0.0;2.64;2.64;Success: m³ unit
Rohrdorfer Transportbeton Rosenheim-Söchtenau GmbH;16542200;C30/37 XD1/XF1/XA1 F4 16 S Industriebau Sprühnebe;28.0;m³;Bioguard Plain Deckenplatten;'Mineralische Baustoffe' / 'Steine und Elemente' / 'Deckenplatten';0.0913;qm;0.0;2.24;2.24;Error: Unit 'qm' not supported
BayWa AG;1918766;RAVATHERM XPS-DAEMMPLATTE 300 SL, ALLSEITIG STUFENFALZ,;27.0;Pack;Betonpflastersteine/-platten;'Mineralische Baustoffe' / 'Steine und Elemente' / 'Betonfertigteile und Betonwaren';0.0959;qm;0.0;2.16;2.16;Error: Unit 'qm' not supported
Ganser Beton GmbH & Co. KG;15343200;C25/30 XC4/XF1 F4 32 S Außenbauteile;26.5;Stk;Kunststoffteil aus laminiertem Polyesterharz (GFK, 30% Glasfaseranteil);'Kunststoffe' / 'Profile' / 'Kunststoffprofile hart';0.0901;kg;94.2409;2.12;96.3609;Success: kg unit
Rohrdorfer Transportbeton München GmbH & Co. KG;15332100;C25/30 XC4/XF1 F3 16 M Außenbauteile;25.5;m³;Vorhangfassade - VFF - Vorhangfassade aus Stahlprofilen;'Komponenten von Fenstern und Vorhangfassaden' / 'Fassaden' / 'Sonstige Fassaden';0.0834;qm;0.0;2.04;2.04;Error: Unit 'qm' not supported
Froschmeier GmbH & Co. Betriebs KG;7100050;HOLZ-Dreikantleiste 11 x 11 (c = ca. 15 mm) Bund á 200 m.;25.0;Bündel;ELSA VARIOFLEX 600 1200 930/35/40 MWS;'Gebäudetechnik' / 'Elektro' / 'Beleuchtung';0.0811;pcs.;0.0;2.0;2.0;Error: Unit 'pcs.' not supported
Adolf Würth GmbH & Co. KG;5929121025961   25;BETSHR-(W-BS/S)-(A2K)-SW15-5-25-10X80;25.0;Stk;Lichtbänder - LAMILUX Heinrich Strunz GmbH - Lichtband B (2025);'Komponenten von Fenstern und Vorhangfassaden' / 'Tageslichtsysteme und Rauch- / Wärmeabzugsanlagen ' / 'Oberlichter';0.0788;qm;0.0;2.0;2.0;Error: Unit 'qm' not supported
Adolf Würth GmbH & Co. KG;005712 100005   25;SHR-6KT-DIN933-8.8-SW19-(A2K)-M12X100;25.0;Stk;TOPIQ  Efficient pro ? Board (Pontarlier);'Mineralische Baustoffe' / 'Steine und Elemente' / 'Deckenplatten';0.0891;qm;0.0;2.0;2.0;Error: Unit 'qm' not supported
Sülzle Stahlpartner GmbH;SBAS9;Abstandhalter  SBA - S 9;25.0;Stk;FOAMGLAS® T4+;'Dämmstoffe' / 'Schaumglas' / 'Platten';0.0824;kg;35.75;2.0;37.75;Success: kg unit
Froschmeier GmbH & Co. Betriebs KG;1123153;MARO®-Sichtbeton-Konus 22/10 weiß/rot für 22mm Rohr,  Dichtring/Ausblutschutz;24.0;Pkt;RESCLITE PRO MSC ESC90 E1DG5 WH;'Gebäudetechnik' / 'Elektro' / 'Beleuchtung';0.0912;pcs.;0.0;1.92;1.92;Error: Unit 'pcs.' not supported
Rohrdorfer Transportbeton Rosenheim-Söchtenau GmbH;13142100;C16/20 XC1/XC2 F4 16 M Innenbauteil;22.5;m³;Europa 200x100x80 mm Holzkohle, Mix Design ID: Bur/EW80/1,5 RMCBP5, Werk: Barton, Vereinigtes Königreich;'Mineralische Baustoffe' / 'Steine und Elemente' / 'Betonfertigteile und Betonwaren';0.0829;qm;0.0;1.8;1.8;Error: Unit 'qm' not supported
Ganser Beton GmbH & Co. KG;16343200;C30/37 XC4/XF1/XA1 F4 32 S Außenbauteile;22.5;Stk;Metallbeschichtung (wasserbasiert);'Metalle' / 'Oberflächenbehandlung und Beschichtung von Metallen' / '(Nass-) Lackieren von Metallen';0.0818;qm;0.0;1.8;1.8;Error: Unit 'qm' not supported
Rohrdorfer Transportbeton München GmbH & Co. KG;16343200;C30/37 XC4/XF1/XA1 F4 32 S Außenbauteile;22.5;m³;Metallbeschichtung (wasserbasiert);'Metalle' / 'Oberflächenbehandlung und Beschichtung von Metallen' / '(Nass-) Lackieren von Metallen';0.0818;qm;0.0;1.8;1.8;Error: Unit 'qm' not supported
Rohrdorfer Transportbeton München GmbH & Co. KG;11043100;C8/10 X0 F4 32 L unbewehrt;21.5;m³;Designboden DISANO;'Holz' / 'Holzböden' / 'Mehrschichtig modulare Bodenbeläge';0.0858;qm;0.0;1.72;1.72;Error: Unit 'qm' not supported
Rohrdorfer Transportbeton München GmbH & Co. KG;17732200;C35/45 XC4/XD2/XF2/XF3/XA2 F3 16 S Industriebau;21.0;m³;Blähschiefer;'Mineralische Baustoffe' / 'Zuschläge' / 'Blähschiefer';0.0824;kg;7.8083;1.68;9.4883;Success: kg unit
Peikko Deutschland GmbH;15211001;PSB Modified, PSB-S-12/175-3/390(65/130/130/65);20.0;Stk;PETtherm 50;'Dämmstoffe' / 'Polyethylen' / 'Schaum';0.0924;m3;13.9161;1.6;15.5161;Success: m³ unit
Peikko Deutschland GmbH;15210000;PSB Modified, PSB-12/165-2/240(60/120/60);20.0;Stk;Glaselemente - LAMILUX Heinrich Strunz GmbH - Flachdach Fenster FE F3 (2025);'Komponenten von Fenstern und Vorhangfassaden' / 'Tageslichtsysteme und Rauch- / Wärmeabzugsanlagen ' / 'Oberlichter';0.0954;qm;0.0;1.6;1.6;Error: Unit 'qm' not supported
Schneebecke & Dorn + Co. GmbH;EDE4317784181631;Drahtstift vers. blank;20.0;Stk;DPM ISO-Stroh - Stroh Einblasdämmung;'Dämmstoffe' / 'Stroh' / 'Strohfasern';0.083;m3;0.0;1.6;1.6;Success: m³ unit
Rohrdorfer Transportbeton Rosenheim-Söchtenau GmbH;16542100;C30/37 XD1/XF1/XA1 F4 16 M Industriebau Sprühnebel;19.75;m³;Elektromechanisches Zubehör - SIEGENIA-AUBI KG - Smarter Sensor;'Gebäudetechnik' / 'Klimatisierung und Lüftung' / 'Zubehör';0.0974;pcs.;0.0;1.58;1.58;Error: Unit 'pcs.' not supported
HTI Gienger KG;U8016125B;U-Scheibe A2 DIN 125 M16/A17,0;16.0;Stk;SCENO 2X7 7000-835 LDO TEC OV WH;'Gebäudetechnik' / 'Elektro' / 'Beleuchtung';0.0835;pcs.;0.0;1.28;1.28;Error: Unit 'pcs.' not supported
Holz Kogler GmbH & Co. KG;1283;ZUSCHNITTPLATTEN;15.625;m²;Calciumsulfat-Fließestrich und konventioneller Calciumsulfat-Estrich;'Mineralische Baustoffe' / 'Mörtel und Beton' / 'Estrich trocken';0.0963;kg;1.2579;1.25;2.5079;Success: kg unit
Rohrdorfer Transportbeton München GmbH & Co. KG;17743100;C35/45 XC4/XD2/XF2/XF3/XA2 F4 32 M Industriebau;15.5;m³;Heradesign Fine 25 mm;'Holz' / 'Holzwerkstoffe' / 'Holzzementplatten';0.0841;qm;0.0;1.24;1.24;Error: Unit 'qm' not supported
Rohrdorfer Transportbeton Rosenheim-Söchtenau GmbH;15342100;C25/30 XC4/XF1 F4 16 M Außenbauteile;15.5;m³;TECTON C LED5500-840 L1500 WB LDE WH;'Gebäudetechnik' / 'Elektro' / 'Beleuchtung';0.0824;pcs.;0.0;1.24;1.24;Error: Unit 'pcs.' not supported
Rohrdorfer Transportbeton München GmbH & Co. KG;135;Wartezeit / Entladezeit Kulanz;15.25;m³;Pulverbeschichten von Metallen;'Metalle' / 'Oberflächenbehandlung und Beschichtung von Metallen' / 'Pulverbeschichten';0.0744;qm;0.0;1.22;1.22;Error: Unit 'qm' not supported
Peikko Deutschland GmbH;15210000;PSB Modified, PSB-12/175-2/260(65/130/65);15.0;Stk;Pflasterstein aus 85% FCN-Klimabeton®;'Mineralische Baustoffe' / 'Mörtel und Beton' / 'Beton';0.0778;qm;0.0;1.2;1.2;Error: Unit 'qm' not supported
BayWa AG;1918766;RAVATH. XPS 300 SL 1265X615X100 SF;15.0;Pack;Metalldeckenmembranen (0,5 mm, ohne akustische Füllung);'Metalle' / 'Stahl und Eisen' / 'Stahlbleche';0.0778;qm;0.0;1.2;1.2;Error: Unit 'qm' not supported
HTI Gienger KG;AXPP2RM150300;aduxa PP2000 Kanalrohr DN150x3000mm;15.0;m;Kältemittel R404a;'Gebäudetechnik' / 'Klimatisierung und Lüftung' / 'Kältemittel';0.0902;kg;176.1287;1.2;177.3287;Success: kg unit
Schneebecke & Dorn + Co. GmbH;FIS572539;Montageschiene FLS 17/1,0 - 2000;15.0;Stk;RESOPAL COMPACT®;'Beschichtungen' / 'Innenbeschichtungen' / 'Wand- und Deckenbeläge';0.1015;qm;0.0;1.2;1.2;Error: Unit 'qm' not supported
Rohrdorfer Transportbeton Rosenheim-Söchtenau GmbH;15012100;C25/30 X0 C1 16 M  Randsteinmischung;15.0;m³;Heradesign Superfine 15 mm;'Holz' / 'Holzwerkstoffe' / 'Holzzementplatten';0.0877;qm;0.0;1.2;1.2;Error: Unit 'qm' not supported
Ganser Beton GmbH & Co. KG;111;Verzögerer bis 3,0 Stunden;14.5;Stk;Glaselemente - LAMILUX Heinrich Strunz GmbH - Flachdach Fenster FE F3 (2025);'Komponenten von Fenstern und Vorhangfassaden' / 'Tageslichtsysteme und Rauch- / Wärmeabzugsanlagen ' / 'Oberlichter';0.0931;qm;0.0;1.16;1.16;Error: Unit 'qm' not supported
Froschmeier GmbH & Co. Betriebs KG;1123112;FRANK-Mauerstärken 22mm / 48cm aus WU-Faserbeton;13.0;Karton(s);Holz-Blendrahmen;'Komponenten von Fenstern und Vorhangfassaden' / 'Rahmen / Profile' / 'Holz';0.0882;m;0.0;1.04;1.04;Error: Unit 'm' not supported
Stark Deutschland GmbH;528690;Europalette EUR 1 120 x 80 x 14,4 cm;12.0;Stk;Produkte auf Basis Polyurethan oder silanmodifiziertem Polymer, Gruppe 4;'Beschichtungen' / 'Reaktionsharze' / 'Reaktionsharze auf PU-Basis';0.0987;kg;76.26;0.96;77.22;Success: kg unit
Rohrdorfer Transportbeton München GmbH & Co. KG;17741100;C35/45 XC4/XD2/XF2/XF3/XA2 F4 8 M Industriebau;11.5;m³;Dampfbremse PET gitterverstärkt;'Kunststoffe' / 'Folien und Vliese' / 'Dampfbremse / Dampfsperre';0.0994;qm;0.0;0.92;0.92;Error: Unit 'qm' not supported
Rohrdorfer Transportbeton München GmbH & Co. KG;102;Wartezeit / Entladezeit;11.45;m³;PIAZZA 3 1690 827-830-840 HFIX EC ANT;'Gebäudetechnik' / 'Elektro' / 'Beleuchtung';0.0853;pcs.;0.0;0.916;0.916;Error: Unit 'pcs.' not supported
HTI Gienger KG;SN10B15030;Bogen Awadukt SN10/16 DN150 30°;10.0;Stk;Sylomer®, Elastomer aus gemischtzelligem PU;'Dämmstoffe' / 'Polyurethan-Hartschaum (PU)' / 'PU Blockschaum';0.079;qm;0.0;0.8;0.8;Error: Unit 'qm' not supported
Froschmeier GmbH & Co. Betriebs KG;7100050;HOLZ-Dreikantleiste 11 x 11 (c = ca. 15 mm);10.0;Bündel;Beton C30/37 XC4 XF1 XA1 F3 16 M ECOPact, Rezept Nummer DA5234-DHZS Version 1, Transportbetonwerk Unna, Germany;'Mineralische Baustoffe' / 'Mörtel und Beton' / 'Beton';0.0951;m3;0.7232;0.8;1.5232;Success: m³ unit
Schneebecke & Dorn + Co. GmbH;EFO76101621;Hammerbohrer EXPERT 16x150x215mm Bosch;10.0;Stk;Masterdenz Eco 100 7.3n, Mix Design ID: Rmblock88 DP01 16/12/2024, Werk: North End, Vereinigtes Königreich;'Mineralische Baustoffe' / 'Steine und Elemente' / 'Betonfertigteile und Betonwaren';0.0893;qm;0.0;0.8;0.8;Error: Unit 'qm' not supported
HTI Gienger KG;P44210054;Schaftkonus 11 Beton h= 295/325mm;10.0;Stk;RESCLITE PRO MSC ANT E1DG5 BK;'Gebäudetechnik' / 'Elektro' / 'Beleuchtung';0.0969;pcs.;0.0;0.8;0.8;Error: Unit 'pcs.' not supported
Rohrdorfer Transportbeton München GmbH & Co. KG;07040100;Schlämpe;10.0;m³;JANSEN VISS Fassade Breite x Höhe: 2500mm x 3200mm;'Komponenten von Fenstern und Vorhangfassaden' / 'Fassaden' / 'Vorhangfassade - Pfosten-Riegel-Fassaden';0.089;qm;0.0;0.8;0.8;Error: Unit 'qm' not supported
Froschmeier GmbH & Co. Betriebs KG;6400080;STRECKMETALL - Flachripp 250 x 60 cm verzinkt;10.0;Bündel;Integrierter Türschließer ITS 96;'Komponenten von Fenstern und Vorhangfassaden' / 'Antriebssysteme' / 'mechanisch';0.0798;pcs.;0.0;0.8;0.8;Error: Unit 'pcs.' not supported
Rohrdorfer Transportbeton München GmbH & Co. KG;16332100;C30/37 XC4/XF1/XA1 F3 16 M Außenbauteile;10.0;m³;Combar®;'Metalle' / 'Stahl und Eisen' / 'Befestigungsmittel';0.0877;kg;22.2;0.8;23.0;Success: kg unit
Rohrdorfer Transportbeton Rosenheim-Söchtenau GmbH;16543100;C30/37 XD1/XF1/XA1 F4 32 M Industriebau Sprühnebel;10.0;m³;Beton C25/30 XC4 XF1 XA1 F3 32 M EcoPact, Rezept Nummer DA4334-DNZK Version 1, Transportbetonwerk Dormagen, Germany;'Mineralische Baustoffe' / 'Mörtel und Beton' / 'Beton';0.0835;m3;0.5892;0.8;1.3892;Success: m³ unit
Stark Deutschland GmbH;138877;Geficell PE Betondeckbahn 8 mm !Z L=50 m x B=1,5 m = 75 qm/Ro;10.0;Rolle(n);Halbzeug - EMERUS d.o.o. -  EMERUS ultra low-carbon Aluminium profile (unbehandelt);'Metalle' / 'Aluminium' / 'Aluminiumprofil';0.0757;kg;416710.0;0.8;416710.8;Success: kg unit
Berger Bau- und Industriebedarf GmbH;396045;Planschutztaschen DIN A0, 10er-Pack;10.0;Pack;Transparente Platten PC;'Kunststoffe' / 'Kunststoffprofile elastisch' / 'Transparente Platten';0.0914;m3;49.7002;0.8;50.5002;Success: m³ unit
Froschmeier GmbH & Co. Betriebs KG;5513036;INTEC® Nagelpacker gelb/blau;10.0;Stk;Masterlite Ultra 100 3.6n, Mix Design ID: RMBLOCK28 MLU (3) 1 27/01/2025, Pflanze: Carnforth, Vereinigtes Königreich;'Mineralische Baustoffe' / 'Steine und Elemente' / 'Betonfertigteile und Betonwaren';0.0938;qm;0.0;0.8;0.8;Error: Unit 'qm' not supported
HTI Gienger KG;P44020017;Boden 1a/KG Beton 450mm DN 150 m.Muffe;10.0;Stk;Getuftete Fliesen mit einem Polmaterial aus Polyamid 6, einem maximalen Poleinsatzgewicht von 1300 g/m2, back2back or comfortback;'Kunststoffe' / 'Bodenbeläge' / 'Textile Bodenbeläge';0.0808;qm;0.0;0.8;0.8;Error: Unit 'qm' not supported
HTI Gienger KG;M214561;Aufsatz Guss K-M-G DIN EN 124 305x520mm;10.0;Stk;EGOPLAST FK ? EGOCRYL 500 ? EGO BUTYLPRIMER ECO;'Beschichtungen' / 'Innenbeschichtungen' / 'Dispersionsklebstoffe';0.0821;kg;25.9648;0.8;26.7648;Success: kg unit
HTI Gienger KG;P4414;Auflagering 10b   Beton 450mm;10.0;Stk;BKP-EN;'Gebäudetechnik' / 'Klimatisierung und Lüftung' / 'Lüftungsanlagen';0.0943;pcs.;0.0;0.8;0.8;Error: Unit 'pcs.' not supported
HTI Gienger KG;SN10B15015;Bogen Awadukt SN10/16 DN150 15°;10.0;Stk;Bauteile für Anlagen zur Rauch- und Wärmefreihaltung - Verband Fensterautomation und Entrauchung e.V. - Elektrische Antriebe;'Komponenten von Fenstern und Vorhangfassaden' / 'Tageslichtsysteme und Rauch- / Wärmeabzugsanlagen ' / 'Rauch-/Wärmeabzugsanlagen';0.0891;kg;7.6;0.8;8.4;Success: kg unit
Schneebecke & Dorn + Co. GmbH;FIS539459;Universalrohrschelle FRS-L 111-119;10.0;Stk;Strom-Wärmepumpe (Sole-Wasser, Erdkollektor) 70 kW;'Gebäudetechnik' / 'Heizung' / 'Wärmeerzeuger';0.1019;pcs.;0.0;0.8;0.8;Error: Unit 'pcs.' not supported
Froschmeier GmbH & Co. Betriebs KG;6400080;STRECKMETALL - Flachripp 250 x 60 cm verzinkt .;10.0;Stk;Schlösser und Beschläge von Fenstern, Türen und Tore - SIEGENIA-AUBI KG - Mechanische Fensterbeschläge für Aluminium-Dreh-Kipp-Fenster;'Komponenten von Fenstern und Vorhangfassaden' / 'Beschläge' / 'Stahlbeschläge';0.096;pcs.;0.0;0.8;0.8;Error: Unit 'pcs.' not supported
Froschmeier GmbH & Co. Betriebs KG;5513048;INTEC® Verwahrdose Schlauchenden IVDOSE;10.0;Stk;Holcim Pur 5 R Sackware Werk Lägerdorf;'Mineralische Baustoffe' / 'Bindemittel' / 'Zement';0.0924;kg;7595.3163;0.8;7596.1163;Success: kg unit
HTI Gienger KG;AXSED1O4052;aduxa Schlammeimer D1 kurz verzinkt;10.0;Stk;BEST 9K Cylindrical Series;'Komponenten von Fenstern und Vorhangfassaden' / 'Beschläge' / 'Befestigungen';0.0841;pcs.;0.0;0.8;0.8;Error: Unit 'pcs.' not supported
HTI Gienger KG;SN10B15045;Bogen Awadukt SN10/16 DN150 45°;10.0;Stk;Holcim Trass Sackware Werk Lägerdorf;'Mineralische Baustoffe' / 'Bindemittel' / 'Zement';0.096;kg;5465.3386;0.8;5466.1386;Success: kg unit
Froschmeier GmbH & Co. Betriebs KG;5513047;INTEC® Injektschlauch Stahl-Verbindungs- stück für Verpressschlauch IVVPSL;10.0;Stk;LEO FLEX IP66 300W 840 PC;'Gebäudetechnik' / 'Elektro' / 'Beleuchtung';0.0833;pcs.;0.0;0.8;0.8;Error: Unit 'pcs.' not supported
Schneebecke & Dorn + Co. GmbH;EFO76101416;Hammerbohrer EXPERT 14x100x165mm Bosch;10.0;Stk;Außentüren - VFF - Außentüren aus Stahl ohne Lichtausschnitt;'Komponenten von Fenstern und Vorhangfassaden' / 'Türen und Tore' / 'Stahl';0.0897;qm;0.0;0.8;0.8;Error: Unit 'qm' not supported
BayWa AG;1294809;MAUTGEBUEHR/LOGISTIKZUSCHLAG;9.0;Service(s);Getuftete Fliesen mit einem Polmaterial aus Polyamid 6, einem maximalen Poleinsatzgewicht von 720 g/m2 und einer EcoFlex Statera Beschichtung;'Kunststoffe' / 'Bodenbeläge' / 'Textile Bodenbeläge';0.0864;qm;0.0;0.72;0.72;Error: Unit 'qm' not supported
Ganser Beton GmbH & Co. KG;15333200;C25/30 XC4/XF1 F3 32 S Außenbauteile;9.0;Stk;Wannenleuchte (Feuchtraum) T8-36W (LFL);'Gebäudetechnik' / 'Elektro' / 'Beleuchtung';0.0898;pcs.;0.0;0.72;0.72;Error: Unit 'pcs.' not supported
Holz Kogler GmbH & Co. KG;113;SERVICEPAUSCHALE;9.0;Stk;Bitumen Emulsion (40% Bitumen, 60% Wasser);'Kunststoffe' / 'Dichtmassen' / 'Bitumen';0.0803;kg;4.0542;0.72;4.7742;Success: kg unit
BayWa AG;304604;PALETTE-EUROPOOL *(10,00 EUR);9.0;Stk;Bewehrungsstahl;'Metalle' / 'Stahl und Eisen' / 'Betonstahlmatten';0.0815;kg;5.7801;0.72;6.5001;Success: kg unit
Holz Kogler GmbH & Co. KG;1218;MAUT;9.0;Stk;AL 401 Series Sliding Door Operator;'Komponenten von Fenstern und Vorhangfassaden' / 'Türen und Tore' / 'Aluminium';0.0922;pcs.;0.0;0.72;0.72;Error: Unit 'pcs.' not supported
Rohrdorfer Transportbeton München GmbH & Co. KG;19841200;C45/55 XC4/XD3/XF2/XF3/XA3 F4 8 S Industriebau;8.0;m³;Metallbeschichtung (wasserbasiert);'Metalle' / 'Oberflächenbehandlung und Beschichtung von Metallen' / '(Nass-) Lackieren von Metallen';0.1056;qm;0.0;0.64;0.64;Error: Unit 'qm' not supported
HTI Gienger KG;S8016704014B1;6K-Schraube A2-70 ISO4014/DIN931 M16x 70;8.0;Stk;Strom-Wärmepumpe (Wasser-Wasser) 10 kW;'Gebäudetechnik' / 'Heizung' / 'Wärmeerzeuger';0.1082;pcs.;0.0;0.64;0.64;Error: Unit 'pcs.' not supported
Sülzle Stahlpartner GmbH;ZLBR;Zuschlag für erhöhten Biegerollendurchmesser;8.0;Stk;Isolierprofil - Ensinger GmbH - insulbar LI aus TECATHERM 66 GF;'Komponenten von Fenstern und Vorhangfassaden' / 'Dichtungskomponenten / -materialien' / 'Dichtprofile';0.0828;kg;47.44;0.64;48.08;Success: kg unit
Ganser Beton GmbH & Co. KG;17843100;C35/45 XC4/XD3/XF3/XA3  F4 32 M Industriebau;8.0;Stk;Beton C25/30 XC4 XF1 XA1 F3 16 M ECOPact, Rezept Nummer DA4234-DNFS Version 1, Transportbetonwerk Wilnsdorf, Germany;'Mineralische Baustoffe' / 'Mörtel und Beton' / 'Beton';0.0894;m3;0.5178;0.64;1.1578;Success: m³ unit
BayWa AG;94969;KRANGEBÜHR BAUSTOFFE PRO HUB;8.0;Service(s);Flüssiggastank 4850 l/2,1 t (unterirdisch);'Gebäudetechnik' / 'Heizung' / 'Speicher';0.1043;pcs.;0.0;0.64;0.64;Error: Unit 'pcs.' not supported
Rohrdorfer Transportbeton München GmbH & Co. KG;16341100;C30/37 XC4/XF1/XA1 F4 8 M Außenbauteile;8.0;m³;Fingerschutz-Systeme - athmer oHG - Fingerschutzrollo;'Komponenten von Fenstern und Vorhangfassaden' / 'Zubehör für Fenster, Fassaden, Türen und Tore' / 'Fingerschutzsysteme';0.0842;m;0.0;0.64;0.64;Error: Unit 'm' not supported
Froschmeier GmbH & Co. Betriebs KG;1100375;LOGISTIK-SERVICE-PAUSCHALE *** nicht skontofähig *** kulant, ohne Berechnung!;8.0;Stk;Vakuum-Isolations-Paneel (VIP), unkaschiert;'Dämmstoffe' / 'Siliziumdioxid-basiert' / 'Vakuumisolationspaneele';0.0962;qm;0.0;0.64;0.64;Error: Unit 'qm' not supported
HTI Gienger KG;M8116934B1;6K-Mutter A4-70 DIN934 M16;8.0;Stk;Holcim Duo 3 N-NA Siloware Werk Dortmund;'Mineralische Baustoffe' / 'Bindemittel' / 'Zement';0.0886;kg;2772.0695;0.64;2772.7095;Success: kg unit
HTI Gienger KG;SN10A15045;Abzweig Awadukt SN10/16 DN150x150 45°;8.0;Stk;Produkte auf Basis Polyurethan, Gruppe 5;'Beschichtungen' / 'Reaktionsharze' / 'Reaktionsharze auf PU-Basis';0.079;kg;7.008;0.64;7.648;Success: kg unit
Froschmeier GmbH & Co. Betriebs KG;1100375;LOGISTIK-SERVICE-PAUSCHALE *** nicht skontofähig ***;8.0;Stk;Metalllack (lösemittelbasiert);'Metalle' / 'Oberflächenbehandlung und Beschichtung von Metallen' / '(Nass-) Lackieren von Metallen';0.0928;qm;0.0;0.64;0.64;Error: Unit 'qm' not supported
Rohrdorfer Transportbeton München GmbH & Co. KG;14142100;C20/25 XC1/XC2 F4 16 M Innenbauteile;7.75;m³;Vinyltapeten auf gewebter Textilunterlage;'Beschichtungen' / 'Innenbeschichtungen' / 'Wand- und Deckenbeläge';0.1037;qm;0.0;0.62;0.62;Error: Unit 'qm' not supported
Ganser Beton GmbH & Co. KG;17832200;C35/45 XC4/XD3/XF2/XF3/XA3 F3 16 S Industriebau;7.5;Stk;BEST Precision 2000 Series;'Komponenten von Fenstern und Vorhangfassaden' / 'Beschläge' / 'Befestigungen';0.0929;pcs.;0.0;0.6;0.6;Error: Unit 'pcs.' not supported
Ganser Beton GmbH & Co. KG;16342100;C30/37 XC4/XF1/XA1 F4 16 M Außenbauteile;7.5;Stk;Sperrholzplatte (generisch);'Holz' / 'Holzwerkstoffe' / 'Sperrholz';0.0951;m3;0.0;0.6;0.6;Success: m³ unit
Rohrdorfer Transportbeton München GmbH & Co. KG;101;Mautzuschlag pro m3;7.5;m³;Gegossene Bänder (Gießbänder) als Vormaterial für Butzen;'Metalle' / 'Aluminium' / 'Gussteile aus Aluminium';0.0722;kg;29.7772;0.6;30.3772;Success: kg unit
Ganser Beton GmbH & Co. KG;15332200;C25/30 XC4/XF1 F3 16 S Außenbauteile;7.25;Stk;Fugendichtungsbänder Gewebebänder;'Komponenten von Fenstern und Vorhangfassaden' / 'Dichtungskomponenten / -materialien' / 'Fugendichtungsbänder';0.0857;kg;36.021;0.58;36.601;Success: kg unit
BayWa AG;94973;AUSGANGS-FRACHT BAUSTOFFE;7.0;Service(s);Beton C20/25 XC1 XC2 F3 16 M ECOPact, Rezept Nummer DI3234-BHFS Version 1, Transportbetonwerk Plettenberg, Germany;'Mineralische Baustoffe' / 'Mörtel und Beton' / 'Beton';0.0903;m3;0.456;0.56;1.016;Success: m³ unit
Ganser Beton GmbH & Co. KG;17842200;C35/45 XC4/XD3/XF2/XF3/XA3 F4 16 S Industriebau;6.5;Stk;DOMEX Dachflächenfenster;'Komponenten von Fenstern und Vorhangfassaden' / 'Tageslichtsysteme und Rauch- / Wärmeabzugsanlagen ' / 'Oberlichter';0.0777;qm;0.0;0.52;0.52;Error: Unit 'qm' not supported
HTI Gienger KG;AXPP2B15045;aduxa PP2000 Bogen SN10/16 DN150 45°;6.0;Stk;WDVS Verklebung und Beschichtung Leichtputz mineralisch;'Dämmstoffe' / 'Wärmedämmverbundsystem' / 'Wärmedämmverbundsystem';0.0894;qm;0.0;0.48;0.48;Error: Unit 'qm' not supported
HTI Gienger KG;SN10150100;Kanalrohr Awadukt SN10 DN150x1000mm;6.0;m;LC 19/200-350/54 flexC lp SNC4;'Gebäudetechnik' / 'Elektro' / 'Beleuchtung';0.0876;pcs.;0.0;0.48;0.48;Error: Unit 'pcs.' not supported
Froschmeier GmbH & Co. Betriebs KG;25;Wir führen Ihren Auftrag wie folgt aus:;6.0;Stk;Getuftete Teppichbahnenware mit PP Polmaterial und textilem Rücken, LC1;'Kunststoffe' / 'Bodenbeläge' / 'Textile Bodenbeläge';0.0964;qm;0.0;0.48;0.48;Error: Unit 'qm' not supported
Stark Deutschland GmbH;3000722;Entladung ebenerdig je Hub;6.0;Stk;Therma? TW56;'Dämmstoffe' / 'Polyurethan-Hartschaum (PU)' / 'PU mit Aluminium';0.0868;qm;0.0;0.48;0.48;Error: Unit 'qm' not supported
Peikko Deutschland GmbH;15210000;PSB Modified, PSB-12/165-3/390(65/2x130/65);6.0;Stk;AL 401 Series Sliding Door Operator;'Komponenten von Fenstern und Vorhangfassaden' / 'Türen und Tore' / 'Aluminium';0.0895;pcs.;0.0;0.48;0.48;Error: Unit 'pcs.' not supported
Schneebecke & Dorn + Co. GmbH;SOSAM;Essigessenz 25% Säure, 2 Liter;6.0;Stk;Wendeschlüsselsystem Einzelzylinder - star JP, ace APAC;'Komponenten von Fenstern und Vorhangfassaden' / 'Beschläge' / 'Befestigungen';0.0775;pcs.;0.0;0.48;0.48;Error: Unit 'pcs.' not supported
Adolf Würth GmbH & Co. KG;0648071016961    2;BO-HAM-PLUS-QL-D10,0-L165-AL100MM;6.0;Stk;Schienenauszugsvorrichtung - Oberbau;'Metalle' / 'Stahl und Eisen' / 'Stahlprofile';0.095;kg;20182.5107;0.48;20182.9907;Success: kg unit
Ganser Beton GmbH & Co. KG;30030;retard S-02;5.408;Stk;HIT-FP 700-R;'Mineralische Baustoffe' / 'Mörtel und Beton' / 'Kleber und Klebemörtel';0.0907;kg;5.7012;0.4326;6.1338;Success: kg unit
