Lieferant;Artikel-Nummer;Artikel;Menge;Einheit;matched_material;matched_category;similarity_score;matched_oeko_unit;calculated_co2e_a1_a3;calculated_co2e_a4;total_co2e;calculation_status
Sülzle Stahlpartner GmbH;SBAS16;Abstandhalter  SBA - S 16;1375.0;Stk;Monarflex RMB 400 (BMI Group Holdings UK Limited) (Radon Barriere);'Kunststoffe' / 'Folien und Vliese' / 'Dampfbremse / Dampfsperre';0.0906;qm;16.265;110.0;126.265;Success: Converted: 1375.0 m² × 0.01m = 13.750 m³
BayWa AG;1490798;EXTE BETON-SCHLANGE M.NOPPEN BSN 35-80;1243.0;Stk;basicDIM DGC;'Gebäudetechnik' / 'Elektro' / 'Beleuchtung';0.0743;pcs.;12135.2103;99.44;12234.6503;Success: Converted: 1243.0 pcs × 1.000 kg/pc = 1243.00 kg
Sülzle Stahlpartner GmbH;SBAS22;Abstandhalter  SBA - S 22;1150.0;Stk;Beton C25/30 XC4 XF1 XA1 F3 32 M EcoPact, Rezept Nummer DA4334-DHMS Version 1, Transportbetonwerk Münster, Germany;'Mineralische Baustoffe' / 'Mörtel und Beton' / 'Beton';0.0894;m3;173043.6364;92.0;173135.6364;Success: m³ unit
Schneebecke & Dorn + Co. GmbH;REY009348100120000;Sechskantmutter M12;1000.0;Stk;Entwässerungstechnik - Viega GmbH & Co. KG - Abläufe für Urinale;'Gebäudetechnik' / 'Sanitär' / 'Armaturen';0.0844;pcs.;23.3;80.0;103.3;Success: Converted: 1000.0 pcs × 0.010 kg/pc = 10.00 kg
Berger Bau- und Industriebedarf GmbH;36341;PVC Montageplatten 2mm;1000.0;Stk;Betonrohr, unbewehrt;'Mineralische Baustoffe' / 'Steine und Elemente' / 'Betonfertigteile und Betonwaren';0.1106;kg;124.9603;80.0;204.9603;Success: kg unit
Berger Bau- und Industriebedarf GmbH;36331;PVC Montageplatten 3mm;1000.0;Stk;UniSwing Compact / Robust / Fire;'Komponenten von Fenstern und Vorhangfassaden' / 'Antriebssysteme' / 'elektrisch';0.0909;pcs.;1251250.0;80.0;1251330.0;Success: Converted: 1000.0 pcs × 25.000 kg/pc = 25000.00 kg
Sülzle Stahlpartner GmbH;SBAS14;Abstandhalter  SBA - S 14;1000.0;Stk;Spanplatte, melaminbeschichtet;'Holz' / 'Holzwerkstoffe' / 'Spanplatten';0.0785;qm;0.0;80.0;80.0;Success: Converted: 1000.0 m² × 0.01m × 650.0 kg/m³ = 6500.00 kg
Ganser Beton GmbH & Co. KG;99996;CO2-Zuschlag;812.75;Stk;Mineralwolle-Dämmstoff im hohen Rohdichtebereich;'Dämmstoffe' / 'Mineralwolle' / 'Mineralwolle';0.08;m3;144085.569;65.02;144150.589;Success: m³ unit
Ganser Beton GmbH & Co. KG;101;Mautzuschlag pro m³;812.75;Stk;Bodentürschließer BTS 65;'Komponenten von Fenstern und Vorhangfassaden' / 'Antriebssysteme' / 'mechanisch';0.0932;pcs.;9622.8219;65.02;9687.8419;Success: Converted: 812.75 pcs × 1.000 kg/pc = 812.75 kg
Ganser Beton GmbH & Co. KG;99992;Energiekostenzuschlag;812.75;Stk;Beton C25/30 XC4 XF1 XA1 F3 16 M ECOPact, Rezept Nummer DA4234-DHFS Version 1, Transportbetonwerk Radevormwald, Germany;'Mineralische Baustoffe' / 'Mörtel und Beton' / 'Beton';0.1049;m3;129488.5604;65.02;129553.5804;Success: m³ unit
Schneebecke & Dorn + Co. GmbH;REY890910180050050;ART  89091 Holzbauschrauben CE Stahl          5;800.0;Stk;Levita Lehmuniversalputz Uni1.8;'Mineralische Baustoffe' / 'Mörtel und Beton' / 'Putz und Putzmörtel';0.0966;kg;4.876;64.0;68.876;Success: kg unit
Sülzle Stahlpartner GmbH;ZL62;Positionszuschlag Matten;724.0;Stk;ALPHA2, ALPHA1, ALPHA2 L, ALPHA1.1, ALPHA2.1, ALPHA2. (Cast Iron);'Gebäudetechnik' / 'Heizung' / 'Wärmeverteilung und Abgabe';0.0881;pcs.;9050.0;57.92;9107.92;Success: Converted: 724.0 pcs × 1.000 kg/pc = 724.00 kg
Sülzle Stahlpartner GmbH;SBA12;Abstandhalter  SBA 12;700.0;Stk;Umwälzpumpe < 50W;'Gebäudetechnik' / 'Heizung' / 'Speicher';0.0801;pcs.;7787.1119;56.0;7843.1119;Success: Converted: 700.0 pcs × 1.000 kg/pc = 700.00 kg
Schneebecke & Dorn + Co. GmbH;REY090210100105000;DIN   9021 Stahl 140 HV    10,5         galv. verz;500.0;Stk;Metalldeckenmembranen (1 mm, ohne akustische Füllung);'Metalle' / 'Stahl und Eisen' / 'Stahlbleche';0.0711;qm;1780.6575;40.0;1820.6575;Success: Converted: 500.0 m² × 0.01m × 9.85 kg/m³ = 49.25 kg
Berger Bau- und Industriebedarf GmbH;36338;PVC Montageplatten 10mm;500.0;Stk;Remote reader 91 15;'Gebäudetechnik' / 'Elektro' / 'Sicherungs- und Schaltschränke';0.0913;pcs.;1550.0;40.0;1590.0;Success: Converted: 500.0 pcs × 25.000 kg/pc = 12500.00 kg
Berger Bau- und Industriebedarf GmbH;36333;PVC Montageplatten 5mm;500.0;Stk;Beton der Druckfestigkeitsklasse C16/20;'Mineralische Baustoffe' / 'Mörtel und Beton' / 'Beton';0.0849;m3;75000.0;40.0;75040.0;Success: m³ unit
Froschmeier GmbH & Co. Betriebs KG;0200;"Verbundspannstelle LW22, Typ ""A"" für Wanddicke 1500mm Wandstärke 1,5-fach! (ca. 12mm) bestehend aus:";500.0;Stk;Beton C30/37 XC4 XF1 XA1 F3 16 M EcoPact, Rezept Nummer DA5234-DSZK Version 1, Transportbetonwerk Langenfeld, Germany;'Mineralische Baustoffe' / 'Mörtel und Beton' / 'Beton';0.0876;m3;80256.524;40.0;80296.524;Success: m³ unit
Schneebecke & Dorn + Co. GmbH;EDE4317784181532;Drahtstift vers. blank;500.0;Stk;ST PRO Green;'Komponenten von Fenstern und Vorhangfassaden' / 'Türen und Tore' / 'Aluminium';0.0829;qm;0.0;40.0;40.0;Error: GWP missing
Schneebecke & Dorn + Co. GmbH;EDE4317784181587;Drahtstift vers. blank;500.0;Stk;ST PRO Green;'Komponenten von Fenstern und Vorhangfassaden' / 'Türen und Tore' / 'Aluminium';0.0829;qm;0.0;40.0;40.0;Error: GWP missing
Schneebecke & Dorn + Co. GmbH;HECO48453;MULTI-MONTI-plus SS 10,0 x 100, Sechskantkopf mit;500.0;Stk;Erweiterung Modul 90 43;'Komponenten von Fenstern und Vorhangfassaden' / 'Beschläge' / 'Edelstahlbeschläge';0.0787;pcs.;1703.0;40.0;1743.0;Success: Converted: 500.0 pcs × 1.000 kg/pc = 500.00 kg
Schneebecke & Dorn + Co. GmbH;REY009348100100000;DIN    934 8      M 10         galv. verzinkt gal;500.0;Stk;Zellulosefaser Einblas-Dämmstoff;'Dämmstoffe' / 'Zellulosefaser' / 'Zellulose-Einblas-Dämmstoff';0.0871;m3;0.0;40.0;40.0;Success: m³ unit
Sülzle Stahlpartner GmbH;SBAS15;Abstandhalter  SBA - S 15;475.0;Stk;Beton C25/30 XC4 XF1 XA1 F3 16 M ECOPact, Rezept Nummer DA4234-DHFS Version 1, Transportbetonwerk Plettenberg, Germany;'Mineralische Baustoffe' / 'Mörtel und Beton' / 'Beton';0.0855;m3;77437.9128;38.0;77475.9128;Success: m³ unit
Sülzle Stahlpartner GmbH;SBA16;Abstandhalter  SBA 16;400.0;Stk;Aluminium-Flügelrahmenprofil, thermisch getrennt, pulverbeschichtet;'Komponenten von Fenstern und Vorhangfassaden' / 'Rahmen / Profile' / 'Aluminium thermisch getrennt';0.0829;m;6978.2732;32.0;7010.2732;Success: Converted: 400.0 m × 1.000 kg/m = 400.00 kg
Sülzle Stahlpartner GmbH;SBAS26;Abstandhalter  SBA - S 26;400.0;Stk;Unilin Medium Density Fiberboard;'Holz' / 'Holzwerkstoffe' / 'Holzfaserplatten';0.0995;m3;0.0;32.0;32.0;Success: m³ unit
Schneebecke & Dorn + Co. GmbH;REY890910180050100;ART  89091 Holzbauschrauben CE Stahl          5;400.0;Stk;Levita Lehmuniversalputz Uni1.8;'Mineralische Baustoffe' / 'Mörtel und Beton' / 'Putz und Putzmörtel';0.0966;kg;2.438;32.0;34.438;Success: kg unit
Schneebecke & Dorn + Co. GmbH;REY890920100060050;ART 89092 Holzbauschrauben CE Stahl 6 x 50 -T30 ga;400.0;Stk;Profil - König GmbH & Co. KG - Deckenprofil verzinkt CD60/27 (EN 15804+A2);'Metalle' / 'Stahl und Eisen' / 'Stahlprofile';0.0802;m;227.52;32.0;259.52;Success: Converted: 400.0 m × 0.395 kg/m = 158.00 kg
Sülzle Stahlpartner GmbH;SM16A;Peikko-Modix SM 16-Muffenteil A (CE 0432);352.0;Stk;RHEINZINK-prePATINA® blaugrau und schiefergrau;'Metalle' / 'Zink' / 'Zinkbleche';0.094;kg;1101.4604;28.16;1129.6204;Success: kg unit
Sülzle Stahlpartner GmbH;ZL49;Biegegruppe  I I;330.0;Stk;Türschließer TS Compakt;'Komponenten von Fenstern und Vorhangfassaden' / 'Antriebssysteme' / 'mechanisch';0.0903;pcs.;3809.8705;26.4;3836.2705;Success: Converted: 330.0 pcs × 1.000 kg/pc = 330.00 kg
Sülzle Stahlpartner GmbH;SBAS18;Abstandhalter  SBA - S 18;325.0;Stk;Tor - Teckentrup GmbH & Co. KG - Garagensektionaltore;'Komponenten von Fenstern und Vorhangfassaden' / 'Türen und Tore' / 'Stahl';0.0763;qm;90.1225;26.0;116.1225;Success: Converted: 325.0 m² × 0.01m = 3.250 m³
Ganser Beton GmbH & Co. KG;105;Saisonzuschlag;309.5;Stk;ETFE-Membran;'Komposite' / 'Systembauteile' / 'Decken';0.0948;qm;639.3188;24.76;664.0788;Success: Converted: 309.5 m² × 0.01m = 3.095 m³
Froschmeier GmbH & Co. Betriebs KG;3121242;STABOX®  Typ  5L  8/15 L=1,25m, Hakenwinkelung quer zum Element;300.0;Stk;CEM III/B 42,5 L;'Mineralische Baustoffe' / 'Bindemittel' / 'Zement';0.1053;kg;119400.0;24.0;119424.0;Success: kg unit
Schneebecke & Dorn + Co. GmbH;RY007380101020100040;ISO   7380 -2  010.9    M 10 x  40         galv. v;300.0;Stk;Heradesign Corridor Fine A2;'Holz' / 'Holzwerkstoffe' / 'Holzzementplatten';0.1169;qm;8344.8;24.0;8368.8;Success: Converted: 300.0 m² × 0.01m × 760.0 kg/m³ = 2280.00 kg
Sülzle Stahlpartner GmbH;ZL47;Ringe  mit  Endhaken;243.0;Stk;Spanplatte (generisch);'Holz' / 'Holzwerkstoffe' / 'Spanplatten';0.0749;m3;0.0;19.44;19.44;Success: m³ unit
Ganser Beton GmbH & Co. KG;17742200;C35/45 XC4/XD2/XF2/XF3/XA2 F4 16 S Industriebau;236.5;Stk;Öltank PE-HD (1000l);'Gebäudetechnik' / 'Heizung' / 'Speicher';0.0764;pcs.;40609.1027;18.92;40628.0227;Success: Converted: 236.5 pcs × 1.000 kg/pc = 236.50 kg
Peikko Deutschland GmbH;15210000;PSB Modified, PSB-12/175-3/390(65/130/130/65);200.0;Stk;Rollladen Kunststoff;'Komponenten von Fenstern und Vorhangfassaden' / 'Füllungen' / 'Opake Füllungen';0.0925;qm;46.5414;16.0;62.5414;Success: Converted: 200.0 m² × 0.01m = 2.000 m³
Schneebecke & Dorn + Co. GmbH;ITW050118;Hit M-P 6X30/5 Zylinderkopfs.;200.0;Stk;DOMEX Dachflächenfenster;'Komponenten von Fenstern und Vorhangfassaden' / 'Tageslichtsysteme und Rauch- / Wärmeabzugsanlagen ' / 'Oberlichter';0.0786;qm;264.8708;16.0;280.8708;Success: Converted: 200.0 m² × 0.01m = 2.000 m³
Sülzle Stahlpartner GmbH;SBAS10;Abstandhalter  SBA - S 10;200.0;Stk;Perlite 0-1;'Mineralische Baustoffe' / 'Zuschläge' / 'Perlite';0.0789;kg;8.7539;16.0;24.7539;Success: kg unit
Schneebecke & Dorn + Co. GmbH;REY004400180135000;Beilagscheibe 13,5x44x4mm Groß und Dick;200.0;Stk;RESCLITE PRO MRCR ANT E1DG5 WH BWS;'Gebäudetechnik' / 'Elektro' / 'Beleuchtung';0.0838;pcs.;635.203;16.0;651.203;Success: Converted: 200.0 pcs × 1.000 kg/pc = 200.00 kg
Schneebecke & Dorn + Co. GmbH;REY890910180050060;ART  89091 Holzbauschrauben CE Stahl          5;200.0;Stk;Levita Lehmuniversalputz Uni1.8;'Mineralische Baustoffe' / 'Mörtel und Beton' / 'Putz und Putzmörtel';0.0966;kg;1.219;16.0;17.219;Success: kg unit
Adolf Würth GmbH & Co. KG;5929126025961  100;DBL-(W-BS/S)-(A2K)-SW13-5-25-6X60;200.0;Stk;Baufritz GaBi HOIZ Hobelspandämmung NA;'Dämmstoffe' / 'Holzfasern' / 'Holzfasern und Holzspäne, lose';0.0779;m3;0.0;16.0;16.0;Success: m³ unit
Schneebecke & Dorn + Co. GmbH;EDE4317784181549;Drahtstift vers. blank;200.0;Stk;ST PRO Green;'Komponenten von Fenstern und Vorhangfassaden' / 'Türen und Tore' / 'Aluminium';0.0829;qm;0.0;16.0;16.0;Error: GWP missing
Stark Deutschland GmbH;492952;Mehrzweck-Dämmpl. EPS 035 DEO/WAB 1000x500 mm 20 mm >100 kPa;192.0;Stk;Fassaden - Moeding Keramikfassaden GmbH - Alphaton;'Komponenten von Fenstern und Vorhangfassaden' / 'Fassaden' / 'Vorhangfassade - Element-Fassaden';0.0831;qm;83.4432;15.36;98.8032;Success: Converted: 192.0 m² × 0.01m = 1.920 m³
Sülzle Stahlpartner GmbH;ZL48;Radialbiegungen;183.0;Stk;TLX HO 3000-840 O SL S EVG;'Gebäudetechnik' / 'Elektro' / 'Beleuchtung';0.0835;pcs.;2605.3971;14.64;2620.0371;Success: Converted: 183.0 pcs × 1.000 kg/pc = 183.00 kg
Sülzle Stahlpartner GmbH;SBAS19;Abstandhalter  SBA - S 19;175.0;Stk;basicDIM DGC;'Gebäudetechnik' / 'Elektro' / 'Beleuchtung';0.0829;pcs.;1708.497;14.0;1722.497;Success: Converted: 175.0 pcs × 1.000 kg/pc = 175.00 kg
Sülzle Stahlpartner GmbH;SBAS15;Abstandhalter SBA - S 15;150.0;Stk;Türschließer TS 92 Contur;'Komponenten von Fenstern und Vorhangfassaden' / 'Beschläge' / 'Stahlbeschläge';0.079;pcs.;3772.95;12.0;3784.95;Success: Converted: 150.0 pcs × 1.000 kg/pc = 150.00 kg
Adolf Würth GmbH & Co. KG;5929121025961   25;DBL-(W-BS/S)-(A2K)-SW15-5-25-10X80;125.0;Stk;Therma? TW56;'Dämmstoffe' / 'Polyurethan-Hartschaum (PU)' / 'PU mit Aluminium';0.0869;qm;135.78;10.0;145.78;Success: Converted: 125.0 m² × 0.01m × 30.0 kg/m³ = 37.50 kg
Sülzle Stahlpartner GmbH;SBAS11;Abstandhalter  SBA - S 11;125.0;Stk;Aluminiumprofil pressblank;'Metalle' / 'Aluminium' / 'Aluminiumprofil';0.1003;kg;241.4415;10.0;251.4415;Success: kg unit
Schneebecke & Dorn + Co. GmbH;SOU110426;Soudafoam Gun Brunnenschaum B3;120.0;Stk;Getuftete Teppichbahnenware mit 100% recyceltem PA6 Polmaterial und textilem Rücken, LC2;'Kunststoffe' / 'Bodenbeläge' / 'Textile Bodenbeläge';0.083;qm;6.816;9.6;16.416;Success: Converted: 120.0 m² × 0.01m = 1.200 m³
Stark Deutschland GmbH;1285721;X-FOAM MSP GK, rau 0,033 200 kPa 1250/600/20 mm;112.0;Stk;Gipswandbauplatte (100mm);'Mineralische Baustoffe' / 'Steine und Elemente' / 'Gipsplatten';0.0859;qm;26.4218;8.96;35.3818;Success: Converted: 112.0 m² × 0.01m = 1.120 m³
Schneebecke & Dorn + Co. GmbH;EDE4317784181600;Drahtstift vers. blank;110.0;Stk;ST PRO Green;'Komponenten von Fenstern und Vorhangfassaden' / 'Türen und Tore' / 'Aluminium';0.0829;qm;0.0;8.8;8.8;Error: GWP missing
Adolf Würth GmbH & Co. KG;005712 45 005  100;SHR-6KT-DIN933-8.8-SW19-(A2K)-M12X45;100.0;Stk;Beton C30/37 XC4 XF1 XA1 F3 16 M ECOPact, Rezept Nummer DA5234-DSMK Version 1, Transportbetonwerk Trier, Germany;'Mineralische Baustoffe' / 'Mörtel und Beton' / 'Beton';0.0873;m3;17820.6252;8.0;17828.6252;Success: m³ unit
Sülzle Stahlpartner GmbH;SBAS8;Abstandhalter  SBA - S 8;100.0;Stk;Bitumen Kaltkleber (60% Bitumen, 23%LM, 17% Wasser);'Kunststoffe' / 'Dichtmassen' / 'Bitumen';0.0999;kg;85.537;8.0;93.537;Success: kg unit
Adolf Würth GmbH & Co. KG;5929126015961  100;DBL-(W-BS/S)-(A2K)-SW13-10-15-6X50;100.0;Stk;Massive Gips-Wandbauplatte nach DIN EN 12859 / Tool;'Mineralische Baustoffe' / 'Steine und Elemente' / 'Gipsplatten';0.0813;qm;15835.4359;8.0;15843.4359;Success: Converted: 100.0 m² × 0.01m × 850.0 kg/m³ = 850.00 kg
Froschmeier GmbH & Co. Betriebs KG;5513051;INTEC® FUGENBLECHKLAMMER für Injektionsschlauch IFBK keine Lagerware! Nur bei umgehender Bestellung für Mo. 01.09.2025;100.0;Stk;Gas-Brennwertgerät < 20 kW (Wandgerät);'Gebäudetechnik' / 'Heizung' / 'Wärmeerzeuger';0.1101;pcs.;20240.5918;8.0;20248.5918;Success: Converted: 100.0 pcs × 1.000 kg/pc = 100.00 kg
Adolf Würth GmbH & Co. KG;5929126025961  100;BETSHR-(W-BS/S)-(A2K)-SW13-5-25-6X60;100.0;Stk;TRM-Tiroler Rohre Pfahl aus duktilem Gusseisen Typ 118 - 9.0;'Metalle' / 'Stahl und Eisen' / 'Guss- und Schmiedeteile aus Stahl und Eisen';0.0719;m;2370.0;8.0;2378.0;Success: Converted: 100.0 m × 1.000 kg/m = 100.00 kg
Schneebecke & Dorn + Co. GmbH;EDE4317784181563;Drahtstift vers. blank;100.0;Stk;ST PRO Green;'Komponenten von Fenstern und Vorhangfassaden' / 'Türen und Tore' / 'Aluminium';0.0829;qm;0.0;8.0;8.0;Error: GWP missing
Adolf Würth GmbH & Co. KG;041110 40 005  100;SHB-KOTFLG-TOLDIN522-(A2K)-10,5X40X2;100.0;Stk;Sandwich-Elemente mit beidseitiger Stahldeckschicht und einem Kern aus Polyurethan;'Dämmstoffe' / 'Polyurethan-Hartschaum (PU)' / 'PU Blockschaum';0.0907;qm;34.0893;8.0;42.0893;Success: Converted: 100.0 m² × 0.01m = 1.000 m³
Adolf Würth GmbH & Co. KG;041112 40 005  100;SHB-KOTFLG-TOLDIN522-(A2K)-13,0X40X2,0;100.0;Stk;Holcim Duo 3 N LH/SR/NA Siloware Werk Lägerdorf;'Mineralische Baustoffe' / 'Bindemittel' / 'Zement';0.0854;kg;41793.8339;8.0;41801.8339;Success: kg unit
Froschmeier GmbH & Co. Betriebs KG;6440154;STRECKMETALL - TITAN verzahnt 0,7mm 240 x 80 cm 1 Pal. = 100 Stück / 192 qm;100.0;Stk;Getuftete Teppichbahnenware mit PA6 Polmaterial und textilem Rücken, LC3;'Kunststoffe' / 'Bodenbeläge' / 'Textile Bodenbeläge';0.0942;qm;14.83;8.0;22.83;Success: Converted: 100.0 m² × 0.01m = 1.000 m³
Ganser Beton GmbH & Co. KG;17743100;C35/45 XC4/XD2/XF2/XF3/XA2 F4 32 M Industriebau;88.25;Stk;Profiltafeln aus Stahl für Dach-, Wand- und Deckenkonstruktionen;'Metalle' / 'Stahl und Eisen' / 'Stahlprofile';0.0879;qm;20.3952;7.06;27.4552;Success: Converted: 88.25 m² × 0.01m = 0.883 m³
Ganser Beton GmbH & Co. KG;17842100;C35/45 XC4/XD3/XF3/XA3  F4 16 M Industriebau;88.25;Stk;WDVS Verklebung und Beschichtung Silikonharzputz;'Dämmstoffe' / 'Wärmedämmverbundsystem' / 'Wärmedämmverbundsystem';0.0929;qm;5.067;7.06;12.127;Success: Converted: 88.25 m² × 0.01m = 0.883 m³
Peikko Deutschland GmbH;10795000;PSB double modified® PSB Double Modified, 20/335 ID9d3;80.0;Stk;Kooltherm® K8 D Plus;'Dämmstoffe' / 'Phenolharz-Hartschaum (PF)' / 'PF-Platten';0.0981;qm;238.7818;6.4;245.1818;Success: Converted: 80.0 m² × 0.01m × 34.1 kg/m³ = 27.28 kg
Froschmeier GmbH & Co. Betriebs KG;7400050;MAUERANSCHLUSSSCHIENE 25/15 D L=2,50m (40 Stk=1 Bd);80.0;Stk;RESCLITE PRO TEC-GP ANT ECD WH;'Gebäudetechnik' / 'Elektro' / 'Beleuchtung';0.0806;pcs.;184.2246;6.4;190.6246;Success: Converted: 80.0 pcs × 1.000 kg/pc = 80.00 kg
Sülzle Stahlpartner GmbH;ZLZUBIEGEREI;Frachtzuschlag;76.0;Stk;Isolierprofil - Ensinger GmbH - insulbar REG aus TECATHERM 6 GF;'Komponenten von Fenstern und Vorhangfassaden' / 'Dichtungskomponenten / -materialien' / 'Dichtprofile';0.084;kg;440.8;6.08;446.88;Success: kg unit
Berger Bau- und Industriebedarf GmbH;36400;"Spannstab \""Dywidag\""  D 15mm \/ Länge 2.500mm";70.0;Stk;Expandierter Kork;'Dämmstoffe' / 'Expandierter Kork' / 'Expandierter Kork';0.0963;m3;0.0;5.6;5.6;Success: m³ unit
Ganser Beton GmbH & Co. KG;15343100;C25/30 XC4/XF1 F4 32 M Außenbauteile;68.5;Stk;QuadCore Paneele (ems-isolier QuadCore EMV und KS AWP-C);'Komposite' / 'Systembauteile' / 'Aussenwände';0.0894;qm;1410.4892;5.48;1415.9692;Success: Converted: 68.5 m² × 0.01m × 38.0 kg/m³ = 26.03 kg
Ganser Beton GmbH & Co. KG;15342100;C25/30 XC4/XF1 F4 16 M Außenbauteile;64.5;Stk;Vorhangfassade - VFF - Vorhangfassade aus Holz-Metallprofilen;'Komponenten von Fenstern und Vorhangfassaden' / 'Fassaden' / 'Sonstige Fassaden';0.0903;qm;70.2856;5.16;75.4456;Success: Converted: 64.5 m² × 0.01m = 0.645 m³
Froschmeier GmbH & Co. Betriebs KG;2200120;UFIX-Flächenstab m.A. 25mm PVC-frei Ausführung strong, DBV-/WU geprüft;64.0;Stk;Produkte auf Basis Epoxidharz, Gruppe 4;'Beschichtungen' / 'Reaktionsharze' / 'Reaktionsharze auf Epoxidharzbasis';0.085;kg;263.8082;5.12;268.9282;Success: kg unit
Ganser Beton GmbH & Co. KG;100;Mindermengenzuschlag;52.5;Stk;Masterlite Pro 140 7.3n, Mix Design ID: RMBLOCK24 MJH (7) 1 16/12/2024, Anlage: Callow, Vereinigtes Königreich;'Mineralische Baustoffe' / 'Steine und Elemente' / 'Betonfertigteile und Betonwaren';0.0817;qm;15253.6991;4.2;15257.8991;Success: Converted: 52.5 m² × 0.01m × 1542.0 kg/m³ = 809.55 kg
Adolf Würth GmbH & Co. KG;5929128055961   50;BETSHR-(W-BS/S)-(A2K)-SW13-35-55-8X100;50.0;Stk;Beton C25/30 XC4 XF1 XA1 F3 16 M ECOPact, Rezept Nummer DA4234-DNZK Version 1, Transportbetonwerk Brüggen Bracht, Germany;'Mineralische Baustoffe' / 'Mörtel und Beton' / 'Beton';0.0855;m3;7533.6212;4.0;7537.6212;Success: m³ unit
Sülzle Stahlpartner GmbH;SBAS11;Abstandhalter SBA - S 11;50.0;Stk;Beton C30/37/XC2 ECOPact Prime/GK32/F45, Rezept Nummer EP71602004005 Version 1, Transportbetonwerk Langenzersdorf, Austria;'Mineralische Baustoffe' / 'Mörtel und Beton' / 'Beton';0.0874;m3;6185.3263;4.0;6189.3263;Success: m³ unit
Adolf Würth GmbH & Co. KG;005712 80 005   50;SHR-6KT-DIN933-8.8-SW19-(A2K)-M12X80;50.0;Stk;Beschichtungspulver IGP-DURA@xal 4201;'Beschichtungen' / 'Lacke und Lasuren' / 'Lacksysteme Metall';0.0849;kg;216.9855;4.0;220.9855;Success: kg unit
Schneebecke & Dorn + Co. GmbH;RY004017081000160040;Sechskantschrauben ISO 4017 45877 M 16 x 40 galv.;50.0;Stk;Beton C25/30 XC4 XF1 XA1 F3 32 M EcoPact, Rezept Nummer DA4334-DNMK Version 1, Transportbetonwerk Saarbrücken-Dudweiler, Germany;'Mineralische Baustoffe' / 'Mörtel und Beton' / 'Beton';0.0865;m3;7587.5973;4.0;7591.5973;Success: m³ unit
Schneebecke & Dorn + Co. GmbH;HECO48421;MULTI-MONTI-plus Sechskantkopf mit angepresster Sc;50.0;Stk;ITS 915/900;'Komponenten von Fenstern und Vorhangfassaden' / 'Beschläge' / 'Befestigungen';0.1137;pcs.;516.6;4.0;520.6;Success: Converted: 50.0 pcs × 1.000 kg/pc = 50.00 kg
Ganser Beton GmbH & Co. KG;11043100;C8/10 X0 F4 32 L unbewehrt;47.0;Stk;Furnierte Holzböden mit HDF-Träger und Korkrücken (10-12 mm);'Holz' / 'Holzböden' / 'Mehrschichtig modulare Bodenbeläge';0.0817;qm;0.0;3.76;3.76;Success: Converted: 47.0 m² × 0.01m × 850.0 kg/m³ = 399.50 kg
Ganser Beton GmbH & Co. KG;17733100;C35/45 XC4/XD2/XF2/XF3/XA2 F3 32 M Industriebau;41.0;Stk;Holcim Fluvio 5 R Siloware Werk Höver;'Mineralische Baustoffe' / 'Bindemittel' / 'Zement';0.0774;kg;23804.8741;3.28;23808.1541;Success: kg unit
Schneebecke & Dorn + Co. GmbH;EDE4317784181488;Drahtstift vers. blank;40.0;Stk;ST PRO Green;'Komponenten von Fenstern und Vorhangfassaden' / 'Türen und Tore' / 'Aluminium';0.0829;qm;0.0;3.2;3.2;Error: GWP missing
Sülzle Stahlpartner GmbH;SM20A;Peikko-Modix SM 20-Muffenteil A (CE 0432);40.0;Stk;XCarb® recycled and renewably produced organic coated steel coils Granite® and Estetic®;'Metalle' / 'Stahl und Eisen' / 'Stahlprofile';0.0776;kg;41305.32;3.2;41308.52;Success: kg unit
Ganser Beton GmbH & Co. KG;15342200;C25/30 XC4/XF1 F4 16 S Außenbauteile;39.0;Stk;Getuftete Teppichbahnenware mit PA6 Polmaterial und textilem Rücken, LC2;'Kunststoffe' / 'Bodenbeläge' / 'Textile Bodenbeläge';0.089;qm;4.9803;3.12;8.1003;Success: Converted: 39.0 m² × 0.01m = 0.390 m³
Ganser Beton GmbH & Co. KG;17742100;C35/45 XC4/XD2/XF2/XF3/XA2 F4 16 M Industriebau;38.5;Stk;Außentüren - VFF - Außentüren aus Holz ohne Lichtausschnitt;'Komponenten von Fenstern und Vorhangfassaden' / 'Türen und Tore' / 'Holz';0.0763;qm;3.7961;3.08;6.8761;Success: Converted: 38.5 m² × 0.01m = 0.385 m³
Ganser Beton GmbH & Co. KG;104;Samstagszuschlag manuell;38.0;Stk;Rohre für Strom-Wärmepumpe (Wasser-Wasser) 20 kW;'Gebäudetechnik' / 'Heizung' / 'Wärmeerzeuger';0.0729;pcs.;6852.8327;3.04;6855.8727;Success: Converted: 38.0 pcs × 1.000 kg/pc = 38.00 kg
Ganser Beton GmbH & Co. KG;15343200;C25/30 XC4/XF1 F4 32 S Außenbauteile;26.5;Stk;EGGER Schichtstoff;'Beschichtungen' / 'Innenbeschichtungen' / 'Wand- und Deckenbeläge';0.0936;qm;737.1841;2.12;739.3041;Success: Converted: 26.5 m² × 0.01m × 1373.0 kg/m³ = 363.85 kg
Adolf Würth GmbH & Co. KG;5929121025961   25;BETSHR-(W-BS/S)-(A2K)-SW15-5-25-10X80;25.0;Stk;Kabetragsystem - OBO Bettermann - Kabelrinnensystem;'Gebäudetechnik' / 'Elektro' / 'Kabel';0.0856;m;2033.0;2.0;2035.0;Success: Converted: 25.0 m × 1.000 kg/m = 25.00 kg
